AcresBurned,AdminUnit,ConditionStatement,Counties,CountyIds,Extinguished,Injuries,Latitude,Longitude,Location,Name,PercentContained,PersonnelInvolved,SearchDescription,Status,UniqueId,ArchiveYear,Started,Ended,Cord,Fahrenheit,Month_Number,Month
156.0,CAL FIRE Shasta-Trinity Unit,All evacuations have been lifted and all roads are now open.,Shasta,45,2019-08-17T18:43:00Z,,40.484328999999995,-122.159393,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",Cottage Fire,100.0,8.0,"The Cottage Fire started on August 15, 2019 off Dersch Rd x Cottage Hill Dr, 8 miles northeast of Anderson  in Shasta County.",Finalized,2443f637-15d7-4cf9-a405-133cf1748300,2019,8,8,"(40.484328999999995, -122.159393)",74.1,8.0,August
156.0,Angeles National Forest,,Los Angeles,19,2019-08-05T12:25:00Z,,34.677864,-118.75239499999999,Off Interstate 5 & Templin Hwy,Five Fire,100.0,,,Finalized,ed5e111d-e34a-42c0-9ce7-818270037c2c,2019,8,9,"(34.677864, -118.75239499999999)",76.7,8.0,August
156.0,City of Chino ,,San Bernardino,36,,,33.997528,-117.76976599999999,"Chino Hils Parkway and Grand Avenue, Chino Hills",Star Fire,100.0,,"The Star Fire started on July 28, 2019 at Chino Hils Parkway and Grand Avenue, Chino Hills in San Bernardino County.",Finalized,d79e71f2-d827-465d-95a8-d80b6e54456e,2019,7,8,"(33.997528, -117.76976599999999)",87.1,7.0,July
155.0,CAL FIRE Tulare Unit,,Tulare,54,2019-06-11T14:48:00Z,,36.28001,-119.10973999999999,"Off Spruce Rd & Myer Dr, east of Exeter",Spruce Fire,100.0,,"The Spruce Fire started on June 1, 2019 off Spruce Rd & Myer Dr, east of Exeter (Tulare County). It was contained on June 2, 2019",Finalized,812a492e-35cb-4bb0-9e5a-1ec181d8b97e,2019,6,6,"(36.28001, -119.10973999999999)",67.4,6.0,June
150.0,"Unified Command: CAL FIRE Santa Clara Unit, Crockett Fire and Contra Costa Fire. ",,Contra Costa,7,2019-10-28T16:30:00Z,,38.03545,-122.2241,"Commings Skyway and I-80, south of Crockett",Sky Fire ,100.0,,"The Sky Fire started October 27, 2019 off Commings Skyway and I-80, south of Crockett in Contra Costa County.",Finalized,64104ca2-a187-4b11-bb43-e22253bbcb52,2019,10,10,"(38.03545, -122.2241)",64.2,10.0,October
150.0,CAL FIRE San Diego Unit,The forward rate of spread has been stopped on this incident. Ground crews have transitioned to mop-up operations and constructing containment lines.,San Diego,37,,,32.767649,-116.79603200000001,"Dehesa Road and Slone Canyon Road, Dehesa",Dehesa Fire,100.0,,"The Dehesa Fire started on July 28, 2019 at Dehesa Road and Slone Canyon Road, Dehesa in San Diego County.",Finalized,5a633180-7b70-4fb6-b859-b5826775b5fc,2019,7,8,"(32.767649, -116.79603200000001)",76.2,7.0,July
148.0,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,31,2019-06-27T08:26:00Z,,38.738170000000004,-121.39419,"Watt Ave & Dyer Road, northeast of Rio Linda",Dyer Fire,100.0,,,Finalized,ac723863-413e-43f8-b4b6-2311e81e36ae,2019,6,6,"(38.738170000000004, -121.39419)",66.2,6.0,June
145.0,San Bernardino County Fire,"Evacuations: Currently there are mandatory evacuations in place for residents on Arrowhead Road, David Way north of 40th street and all connecting streets including Mariposa Drive

<p>Evacuation Center: San Gorgonio High School, 2299 Pacific Street, San Bernardino CA 92404.

<p>Road Closures: Highway 18 closed between 40th street in San Bernardino and Hwy 138 in Crestline, Lake Gregory Drive at Hwy 18.

<p>For more information: https://inciweb.nwcg.gov/incident/6650/",San Bernardino,36,,,34.183624,-117.274276,near Old Waterman Canyon Road and Hwy 18. ,Old Water Fire,100.0,,"The Old Water Fire started on October 24, 2019 off Old Waterman Canyon Road and Hwy 18 in San Bernardino County.",Finalized,956f8cd5-f4fb-43d7-8a34-1bb5db551995,2019,10,11,"(34.183624, -117.274276)",65.3,10.0,October
144.0,CAL FIRE Santa Clara Unit,,Santa Clara,43,2019-06-11T14:40:00Z,,37.45899,-121.22093000000001,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",Canyon Fire,100.0,,"The Canyon Fire started on May 30, 2019 off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson (Santa Clara County). It was 144 acres and it was contained on May 30, 2019.",Finalized,329ac0b8-a2c1-4a72-bd09-dd86c477162b,2019,5,6,"(37.45899, -121.22093000000001)",57.8,5.0,May
140.0,Vallejo city fire,,Solano,48,2019-10-28T16:28:00Z,,38.07205,-122.22463,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",Glencove Fire ,100.0,,"The Glencove Fire started October 27, 2019 off Glen Cove Pkwy and Lookout Dr, south of Vallejo in Solano County.",Finalized,c9f9ded3-170f-4b04-a50e-2c03153c663f,2019,10,10,"(38.07205, -122.22463)",63.6,10.0,October
139.0,CAL FIRE Santa Clara Unit,,Alameda,1,2019-08-21T18:27:00Z,,37.71734,-121.55866999999999,"Patterson Pass and Midway Road, west of Tracy",Patterson Fire,100.0,,"The Patterson Fire started August 21, 2019 off Patterson Pass and Midway Road, west of Tracy in Alameda County.",Finalized,d35fa87b-0f19-4dd8-8739-4bdbc92d1361,2019,8,8,"(37.71734, -121.55866999999999)",72.7,8.0,August
131.0,Bureau of Land Management ,Change in acreage from earlier reports is due to more accurate mapping.,Lassen,18,2019-08-27T10:44:00Z,,40.562,-120.544,"Off Highway 139  and Horselake Road, North of Susanville",Horse Fire,100.0,,"Horse Fire started on August 24, 2019 off Highway 139  and Horselake Road, North of Susanville in Lassen County.",Finalized,97c4d72f-c1e9-425e-9dcf-44150047af92,2019,8,9,"(40.562, -120.544)",67.3,8.0,August
131.0,CAL FIRE San Luis Obispo ,CAL Fire is assisting Ventura County Fire Department with air and ground resources.,Ventura,56,2019-07-15T14:10:00Z,,34.366111,-118.96,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,South Fire ,100.0,,"South Fire started on July 14, 2019 off of South Mountain Rd and Balcom Canyon Road East of Santa Paula in Ventura County.",Finalized,c1574fd4-92ca-400f-84cb-b10f18ebb4bd,2019,7,7,"(34.366111, -118.96)",70.3,7.0,July
130.0,BLM Northern California District,,Lassen,18,,,40.886677,-120.336977,"Juniper Ridge Road and Juniper Tree Road, north of Ravendale",R-1 Fire,100.0,,"The Juniper Fire started on August 7, 2019 near Juniper Ridge Road and Juniper Tree Road, north of Ravendale in Lassen County.",Finalized,5f7b19a6-5f22-49ac-bf0e-ecef96385d37,2019,8,9,"(40.886677, -120.336977)",67.3,8.0,August
130.0,CAL FIRE Mendocino Unit,,Mendocino,23,,,39.831762,-123.84601299999999,"Usal Creek and Usal Rd, west of Leggett",Usal Fire,100.0,,"The Usal Fire started on July 27, 2019 at Usal Creek and Usal Rd, 7 miles west of Leggett in Mendocino County.",Finalized,5edb4ec4-615c-45fb-a236-9a4225eedaff,2019,7,10,"(39.831762, -123.84601299999999)",68.4,7.0,July
130.0,CAL FIRE/Riverside County Fire Department,,Riverside,33,2019-05-24T14:23:00Z,,33.650237,-116.17253400000001,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",Shady Fire,100.0,,"The Airport Fire started May 18, 2019 off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella (Riverside County).",Finalized,e98603d2-f44e-4a9e-b83d-5e9f94766b53,2019,5,5,"(33.650237, -116.17253400000001)",67.2,5.0,May
128.0,CAL FIRE Santa Clara Unit,,Santa Clara,43,2019-09-24T18:00:00Z,,37.467744,-121.842751,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",Reservoir Fire,100.0,,"The Reservoir Fire started on September 21, 2019 near Calaveras Rd and Felter Rd, 5 miles northeast of Milpitas in Santa Clara County.",Finalized,3934f762-ba99-471a-b1d9-dc064276c383,2019,9,9,"(37.467744, -121.842751)",69.0,9.0,September
128.0,Modoc National Forest,CAL Fire is assisting Modoc National Forest with air and ground resources.,Modoc,25,2019-07-20T09:05:00Z,,41.909,-120.306,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",Goose 2 Fire,100.0,,"Goose 2 Fire started on July 17, 2019 Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell in Modoc County.",Finalized,d5ebf295-49d5-4a6a-ae13-47a921355e19,2019,7,9,"(41.909, -120.306)",66.0,7.0,July
121.0,CAL FIRE / Fresno County Fire,,Fresno,10,2019-06-05T15:07:00Z,,36.669090000000004,-119.3046," S. Hills Valley Road, north of Orange Cove",Hill Fire,100.0,,"The Hill Fire started on May 29, 2019 off  S. Hills Valley Road, north of Orange Cove (Fresno County) and burned 121 acres. It was contained June 1, 2019.",Finalized,72cb3684-c194-4180-bdfe-22775f86a594,2019,5,6,"(36.669090000000004, -119.3046)",54.8,5.0,May
120.0,Camp Pendleton,,San Diego,37,2019-06-21T14:22:00Z,,33.396840000000005,-117.29665,"one mile west of the DeLuz gate, Camp Pendleton",Weisgarber Fire,100.0,,"The Weisgarber Fire started on June 20, 2019 one mile west of the DeLuz gate, Camp Pendleton in San Diego County and burned 120 acres. It was contained on June 21, 2019.",Finalized,779c4b9a-19bf-487f-ba65-6589aea27420,2019,6,6,"(33.396840000000005, -117.29665)",70.3,6.0,June
120.0,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,40,2019-06-11T17:18:00Z,,35.57376,-120.11738000000001,Bitterwater Road East of Paso Robles,Bitter Fire ,100.0,,"Bitter Fire off Bitterwater road,30 miles east of Paso Robles in San Luis Obispo County is 120 acres and 50% contained. ",Finalized,e1e4dad4-7ea6-48ec-b34d-3128cf55cc43,2019,6,6,"(35.57376, -120.11738000000001)",68.9,6.0,June
115.0,Kern County Fire Department,,Kern,15,2019-05-08T08:47:00Z,,35.65189,-118.92545,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",Woody Fire,100.0,,"The Woody Fire started on April 30, 2019 off Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield (Kern County). It was contained on May 1, 2019.",Finalized,d3beabf6-63e9-4cad-a17c-58bb36abd7ac,2019,4,5,"(35.65189, -118.92545)",62.1,4.0,April
105.0,CAL FIRE Los Angeles County Fire Department ,,Los Angeles,19,,,34.675542,-118.34223899999999,"off of 120th Street  West and Coppermill Road, Lancaster ",West Fire ,100.0,,"West Fire started on August 13, 2019 off of off of 120th Street  West and Coppermill Road, Lancaster in Los Angeles County.",Finalized,eb975e90-a689-40fc-8f44-b13c774de0e8,2019,8,8,"(34.675542, -118.34223899999999)",76.7,8.0,August
103.0,Davis Creek Fire Department,,Modoc,25,2019-08-02T21:39:00Z,,41.43783,-120.23976,"County Road 48 and Highway 395, northeast of Alturas",Meadow Fire (Not a CAL FIRE incident),100.0,,"The Meadow Fire started August 2, 2019 off County Road 48 and Highway 395, northeast of Alturas in Modoc County.",Finalized,2f735b66-c275-4557-a8ad-0ff60e0552f3,2019,8,9,"(41.43783, -120.23976)",67.1,8.0,August
100.0,Los Padres National Forest,Not a CAL FIRE Incident. CAL FIRE is assisting Los Padres National Forest with air and ground resources.,Santa Barbara,42,2019-08-05T12:27:00Z,,34.665699,-119.94973999999999,north of Lake Cachuma,Range Fire,100.0,,"The Range Fire started on July 28, 2019 north of Lake Cachuma in Santa Barbara County.",Finalized,bc2edb86-fb4b-4dba-a9e0-5339f27d9bce,2019,7,9,"(34.665699, -119.94973999999999)",69.0,7.0,July
100.0,CAL FIRE San Diego County Fire ,,San Diego,37,2019-07-15T17:10:00Z,,32.566389,-116.7525,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,Border Fire,100.0,,"Cottonwood Fire started on July 12, 2019 off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border in San Diego County.",Finalized,8c46fde6-7a1c-482b-97cc-afff1bc5d27c,2019,7,7,"(32.566389, -116.7525)",76.2,7.0,July
98.0,CAL FIRE / Riverside County Fire,,Riverside,33,2019-09-22T17:00:00Z,,33.900994,-117.170588,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",Kennedy Fire,100.0,150.0,"The Kennedy Fire started on September 21, 2019 off Moreno Beach Drive & John F. Kennedy Drive, near Lake Perris.",Finalized,7b283f4f-c613-4840-aa90-1f6e9fa1573a,2019,9,9,"(33.900994, -117.170588)",79.9,9.0,September
97.0,CALFIRE San Diego ,All evacuations orders and road closures have been lifted. Firefighters will remain on scene overnight for mop-up and containment line construction.,San Diego,37,2019-10-28T19:31:00Z,,33.055124,-116.742508,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",Sawday Fire ,100.0,150.0,"The Sawday Fire started October 25, 2019 near Sawday Truck Trail and Littlepage Road in San Diego County.",Finalized,a6701bb9-7086-4dbc-ac5f-8c98eeb0279a,2019,10,10,"(33.055124, -116.742508)",65.4,10.0,October
96.0,CAL FIRE / Riverside County Fire,,Riverside,33,2019-07-13T15:13:00Z,,33.812837200000004,-117.1228851,27000 block of Orange Avenue in Nuevo,Orange fire,100.0,,The Orange fire started on July 13 2019 near the 27000 block of Orange Avenue in Nuevo in Riverside County,Finalized,777caabb-3850-4db2-ba02-2d95fda38db6,2019,7,7,"(33.812837200000004, -117.1228851)",86.7,7.0,July
95.0,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,40,,,35.004721999999994,-120.435278,"Off Highway 166  and Highway 101, North of Santa Maria",Thompson Fire ,100.0,,"Thompson Fire started on July 24, 2019 off Highway 166  and Highway 101, North of Santa Maria in San Luis Obispo County.",Finalized,63b69be6-bd39-4bb4-aee1-7b59dbf7c360,2019,7,7,"(35.004721999999994, -120.435278)",72.2,7.0,July
94.0,CAL FIRE Riverside County Fire Department ,,Riverside,33,2019-08-06T18:42:00Z,,33.740219,-117.33372800000001,"26000 Block El Toro Road, North of Lake Elsinore",Toro Fire ,100.0,,"The Toro Fire started on August 5, 2019 at 26000 Block El Toro Road, North of Lake Elsinore in Riverside County.",Finalized,0089d3c4-c554-46e1-8eb9-af95e4dfae0c,2019,8,8,"(33.740219, -117.33372800000001)",87.7,8.0,August
91.0,Ventura County Fire Department,,Ventura,56,,,34.156389000000004,-118.950833,"Potrero Rd and S Wendy Dr, Newbury Park",Wendy Fire,100.0,,"The Wendy Fire started October 10, 2019 off Potrero Rd and S Wendy Dr, Newbury Park in Ventura County.",Finalized,fd21c9dc-a89f-4a29-990b-33b95ae2adc9,2019,10,10,"(34.156389000000004, -118.950833)",60.1,10.0,October
91.0,Klamath National Forest ,,Siskiyou,47,,,41.749666999999995,-123.00083300000001,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",Bar Fire,100.0,,"Bar Fire started on September 5, 2019 southwest of Bald Mountain and Klamath Bar, Klamath National Forest in Siskiyou County.",Finalized,8b4a5b95-3f51-4038-a7ea-b5ed3c73c2e5,2019,9,10,"(41.749666999999995, -123.00083300000001)",57.5,9.0,September
90.0,CAL FIRE Santa Clara Unit,,San Joaquin,39,,,37.962557000000004,-121.468074,"west Lower Jones Road, west of the Community of Slough ",Whiskey Fire,100.0,,"The Whiskey Fire started on July 16, 2019 at west Lower Road in San Joaquin County.",Finalized,12528e0f-03e0-4598-8df0-e3017fa7382a,2019,7,7,"(37.962557000000004, -121.468074)",77.2,7.0,July
90.0,CAL FIRE Shasta-Trinity Unit,,Shasta,45,2019-06-26T06:00:00Z,,40.41404,-122.66779,"Trinity Alps Vista Road and Bland Road, southwest of Ono",Trinity Fire,100.0,,"The Trinity Fire started on June 25, 2019 near Trinity Alps Vista Road and Bland Road, southwest of Ono in Shasta County.",Finalized,2f3e47bb-8595-4c9f-bfa6-6fd76e465c12,2019,6,6,"(40.41404, -122.66779)",69.5,6.0,June
85.0,CAL FIRE Amador - El Dorado Unit,,El Dorado,9,2019-09-06T07:24:00Z,2.0,38.898915,-120.946657,"Highway 193 and Penobscot Rd, east of Cool",Country Fire,100.0,,"The Country Fire started on September 3, 2019 at Highway 193 and Penobscot Rd, east of Cool in El Dorado County.",Finalized,89008310-149d-480f-946f-4ce5a2a71c3f,2019,9,9,"(38.898915, -120.946657)",62.8,9.0,September
84.0,CAL FIRE Amador El Dorado Unit ,,Sacramento,34,2019-08-02T14:03:00Z,,38.3525,-121.12361100000001,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",Browns Fire,100.0,,"The Browns Fire started on August 8, 2019 off Twin Cities Road and Clay Station Road, Northeast of Herald in Sacramento County.",Finalized,12e44df4-d425-4f09-96b9-25256ffbdcb2,2019,8,8,"(38.3525, -121.12361100000001)",78.5,8.0,August
83.0,CAL FIRE Tuolumne-Calaveras Unit,,Tuolumne,55,2019-09-24T10:21:00Z,,37.838333,-120.625556,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",Tulloch Fire,100.0,,"The Tulloch Fire started September 23, 2019, by the intersection of Tulloch Road and Highway 108, southwest of lake Tulloch Reservoir in Jamestown, Tuolumne County, California.",Finalized,e7910549-a5ca-4712-bd04-349c49c1ba15,2019,9,9,"(37.838333, -120.625556)",59.9,9.0,September
83.0,Klamath National Forest,,Siskiyou,47,,,41.834365999999996,-122.65656899999999,"Tree of Heaven Campground, east of Gottsville",Tree Fire,100.0,,,Finalized,4ba68199-b45d-49da-91e8-bee9921b621b,2019,7,10,"(41.834365999999996, -122.65656899999999)",66.5,7.0,July
81.0,CAL FIRE Sonoma Lake Napa Unit,,Solano,48,2019-08-13T18:00:00Z,,38.455,-121.969167,"Off of Timm Road and Allendale Road, South of Winters ",Timm Fire ,100.0,,"Timms Fire started on August 13, 2019 Off of Timm Road and Allendale Road, South of Winters in Solano County.",Finalized,ce97fe6d-a635-45f1-bc18-cdd1698673c2,2019,8,8,"(38.455, -121.969167)",75.5,8.0,August
81.0,CAL FIRE San Bernardino Unit,,San Bernardino,36,,,34.42386,-117.10318000000001,"Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley",Milpas Fire,100.0,,"The Milpas Fire started July 22 2019 near Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley in San Bernardino county.",Finalized,9e6b72f0-5f8a-41fe-a60d-40d7bc2f5637,2019,7,7,"(34.42386, -117.10318000000001)",87.1,7.0,July
81.0,CAL FIRE / Riverside County Fire,,Riverside,33,2019-07-17T21:29:00Z,,33.514658000000004,-116.7884,Highway 371 near Lake Riverside Drive,Meadow Fire,100.0,,"The Meadow Fire started on July 16, 2019 in the area of Highway 371 X Lake Riverside Drive in Aguanga, in Riverside County.",Finalized,72384606-035c-4d00-8887-84a9da7d0e57,2019,7,7,"(33.514658000000004, -116.7884)",86.7,7.0,July
80.0,CALFIRE/Butte County Fire ,,Butte,4,2019-10-24T17:15:00Z,,39.551423,-121.80053799999999,Between Durham and Richvale,Nelson Fire ,100.0,,"The Nelson Fire started October 24, 2019 between Durham and Richvale in Butte County.",Finalized,6890469e-78d7-4dac-b162-6c23498fabcc,2019,10,10,"(39.551423, -121.80053799999999)",60.3,10.0,October
80.0,CAL FIRE / Riverside County Fire,Final acreage was from 50 acres to 80 acres due to more accurate mapping.,Riverside,33,2019-08-25T13:00:00Z,,33.77777348,-117.487578,near Northbound Intestate 15 and Temescal Canyon,Ivy Fire,100.0,,"The Ivy Fire started on August 25, 2019 near Northbound Intestate 15 and Temescal Canyon in Riverside County.",Finalized,cb87a6f4-a560-41a5-81c0-1064d0c368b6,2019,8,8,"(33.77777348, -117.487578)",87.7,8.0,August
80.0,CAL FIRE San Diego County Fire,,San Diego,37,2019-08-16T18:44:00Z,,32.57394,-116.760465,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",Border 9 Fire,100.0,,"Border 9 Fire started on August 15, 2019 off of Marron Valley Road and Border Road, Southeast of Dulzura in San Diego  County.",Finalized,e094035d-ac9c-4ea9-a23b-bb55321a64d6,2019,8,8,"(32.57394, -116.760465)",77.6,8.0,August
80.0,CAL FIRE Santa Clara Unit ,,Santa Clara,43,,,37.433192,-121.807258,"Off of Kahler Court and Felter Road, East of Milpitas",Sweigert Fire ,100.0,,"Sweigert Fire started on July 24, 2019 on off of Kahler Court and Felter Road, East of Milpitas in Santa Clara County.",Finalized,a8c2bf1e-bb0f-4eec-a435-36d7723dfda6,2019,7,8,"(37.433192, -121.807258)",70.2,7.0,July
80.0,CAL FIRE Riverside Unit,,Riverside,33,2019-07-17T10:00:00Z,,33.569379999999995,-116.07896000000001,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",Lincoln Fire,100.0,,"The Lincoln Fire started July 12 near Lincoln St and Ave 66, Mecca, 6 miles south of Coachella (Riverside County)",Finalized,6311a921-f8e9-45c1-b10d-fee8be8dae29,2019,7,7,"(33.569379999999995, -116.07896000000001)",86.7,7.0,July
80.0,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,58,2019-06-25T13:50:00Z,,39.24678,-121.32399,"off Scott Forbes Rd, 5 miles east of Browns Valley",Scott Fire,100.0,,"The Scott Fire started on June 24, 2019 off Scott Forbes Rd, 5 miles east of Browns Valley in Yuba County. Was contained 6/24/2019",Finalized,31cbc968-6d9d-412b-8bc3-6846ca398fe2,2019,6,6,"(39.24678, -121.32399)",74.8,6.0,June
80.0,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,58,2019-06-24T18:30:00Z,,39.24678,-121.32399,"off Scott Forbes Rd, 5 miles east of Browns Valley",Scott Fire,100.0,,"The Scott Fire started on June 24, 2019 off Scott Forbes Rd, 5 miles east of Browns Valley in Yuba County. Was contained 6/24/2019",Finalized,937f9f26-8d23-4ee7-a0f3-61313dcc63f3,2019,6,6,"(39.24678, -121.32399)",74.8,6.0,June
75.0,CAL FIRE Sonoma-Lake-Napa Unit,,Lake,17,2019-11-06T18:30:00Z,,39.100408,-122.496548,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",Eagle Fire,100.0,,"The Eagle Fire started November 5, 2019 off Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake in Lake County.",Finalized,600d608d-6279-435d-bc9b-99aacaa5e80f,2019,11,11,"(39.100408, -122.496548)",54.1,11.0,November
74.0,San Jose Fire,,Santa Clara,43,2019-07-02T18:32:00Z,,37.189040000000006,-121.69496799999999,Northbound US 101 at Coyote Creek Golf Drive in San Jose,Coyote Fire,100.0,,The Coyote Fire Started July 2 2019  near Northbound US 101 at Coyote Creek Golf Drive in San Jose (Santa Clara County),Finalized,be4489fb-f51f-4109-8132-c7a28e0d9995,2019,7,7,"(37.189040000000006, -121.69496799999999)",70.2,7.0,July
70.0,City of Marysville,,Yuba,58,2019-06-17T08:34:00Z,,39.15641,-121.56363,"Highway 20 & E 22nd Street, in Marysville",Levee Fire,100.0,,"The Levee Fire started on June 8, 2019 off Highway 20 & E 22nd Street, in Marysville (Yuba County). Lead Agency: City of Marysville. This fire was contained on June 8, 2019.",Finalized,3fd43a39-4e82-4b7e-a642-be86b5c73522,2019,6,6,"(39.15641, -121.56363)",74.8,6.0,June
68.0,CAL FIRE Tehama-Glenn Unit,,Tehama,52,2019-10-09T12:39:00Z,,39.847708000000004,-122.1604,"Inghram Road, South Corning",Corning Fire ,100.0,,"The Corning Fire started October 9, 2019 off Inghram Road, South Corning in Tehama county.",Finalized,18fe1e24-799d-4aa9-a7ec-fa8e331ae3e9,2019,10,10,"(39.847708000000004, -122.1604)",59.2,10.0,October
67.0,Marin County Fire,Forward progress stopped.  Hwy 1 remains closed between Panoramic Hwy & #MuirWoods Road. No evacuation orders.,Marin,21,,,37.896231,-122.636471,"Highway 1 and Panoramic Hwy, Stinson Beach",Muir Fire,100.0,,"The Muir Fire started October 24, 2019 off Highway 1 and Panoramic Hwy, Stinson Beach in Marin County.",Finalized,16b1921b-f753-4a36-85bc-d903555f0af4,2019,10,11,"(37.896231, -122.636471)",61.0,10.0,October
67.0,Tuolumne-Calaveras Unit,,Calaveras,5,,,38.20177,-120.827386,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",Lynette Fire,100.0,,"The Lynette Fire started and ended on September 22, 2019, and has been contained at 67 acres. 
Crews will be at scene mopping up.",Finalized,9fc12331-47f4-4d79-bffe-914f13658993,2019,9,9,"(38.20177, -120.827386)",67.6,9.0,September
66.0,CAL FIRE San Benito-Monterey Unit,,Monterey,27,2019-09-02T10:08:00Z,,35.906482000000004,-120.99291399999998,"Jolon Road and New Pleyto Road, Lockwood",Jolon Fire,100.0,,"The Jolon Fire started September 1, 2019 off Jolon Road and New Pleyto Road, Lockwood in Monterey County",Finalized,954bfbe7-424c-49e0-9611-23e9f7a475a2,2019,9,9,"(35.906482000000004, -120.99291399999998)",69.6,9.0,September
65.0,US Forest Service - Tahoe National Forest,,Placer,31,2019-05-24T14:28:00Z,,39.115359999999995,-120.76088,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",Sugar Fire,100.0,,"Sugar Fire started on May 10, 2019 off Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill in Placer County and burned 65 acres. It was contained May 12, 2019. ",Finalized,0888bb9d-0d9b-4a49-bf3d-a55a7c40a707,2019,5,5,"(39.115359999999995, -120.76088)",53.6,5.0,May
64.0,CAL FIRE Sonoma-Lake-Napa Unit,Evacuations in place.,Napa,28,,,38.481258000000004,-122.143942,Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena,Canyon Fire,100.0,,"The Canyon Fire started on July 22, 2019 at Hwy 128 and Wragg Canyon Rd, east of St. Helena in Napa County.",Finalized,26676376-4e61-4d68-a28f-5fd8b4501acd,2019,7,8,"(38.481258000000004, -122.143942)",72.7,7.0,July
63.0,CAL FIRE Tehama-Glenn Unit,,Glenn,11,2019-10-03T12:03:00Z,,41.70611111,-123.4375,Elk Creek,Elk Fire,100.0,,"The Elk fire started October 3, 2019 in Elk Creek in Glenn County.",Finalized,082bd2d3-457b-496b-a469-0d2550aac7ef,2019,10,12,"(41.70611111, -123.4375)",61.4,10.0,October
63.0,CAL FIRE Tehama-Glenn Unit,,Tehama,52,2019-05-24T14:23:00Z,,39.98097,-122.30736999999999,"Paskenta Rd and Canal View Road, northwest of Corning",Paskenta Fire,100.0,,"The Paskenta Fire started on May 20, 2019 off Paskenta Rd and Canal View Road, northwest of Corning in Tehama County. It burned 63 acres, and was contained on May 20, 2019.",Finalized,aed86291-4631-4d79-ba5f-6b2c8ca399c9,2019,5,5,"(39.98097, -122.30736999999999)",59.9,5.0,May
62.0,CAL FIRE San Mateo- Santa Cruz Unit,,San Mateo,41,2019-10-27T12:11:00Z,,37.166674,-122.361112,"Highway 1 and Gazos Creek Rd, south of Pescadero",Cabrillo Fire,100.0,,"The Cabrillo Fire started October 24, 2019 off Highway 1 and Gazos Creek Rd, south of Pescadero in San Mateo County.",Finalized,ab8109fd-e8eb-4690-9f5c-3a8c9c47ff48,2019,10,10,"(37.166674, -122.361112)",61.0,10.0,October
60.0,Unified command: CAL FIRE Santa Clara Unit and San Jose Fire Department,,Santa Clara,43,,,37.219716999999996,-121.761974,"Santa Teresa Blvd and Bayliss Drive, South San Jose",Bayliss Fire,100.0,,"The Bayliss Fire started August 15, 2019 off Santa Teresa Blvd and Bayliss Drive, South San Jose in Santa Clara county.",Finalized,0deca389-4481-4d91-8765-40caba3ea31c,2019,8,8,"(37.219716999999996, -121.761974)",72.4,8.0,August
58.0,CAL FIRE Butte Unit,,Butte,4,2019-09-12T18:49:00Z,,39.470333000000004,-121.412333,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",Forbestown Fire,100.0,105.0,"The Forbestown Fire started September 6, 2019 off Forbestown Road and Hurleton Swedes Flat Road, east of Oroville in Butte County.",Finalized,2de3ab6b-60c5-4400-9bff-74c79ed7d553,2019,9,9,"(39.470333000000004, -121.412333)",69.9,9.0,September
